,
0,https://mislitel.info/authors/378-igor-guberman
1,https://mislitel.info/authors/748-rinat-valiullin
2,https://mislitel.info/authors/259-ehrih-mariya-remark
3,https://mislitel.info/authors/679-omar-hajyam
4,https://mislitel.info/authors/696-paulo-koehlo
5,https://mislitel.info/authors/683-osho
6,https://mislitel.info/authors/240-ehlchin-safarli
7,https://mislitel.info/authors/579-marina-cvetaeva
8,https://mislitel.info/authors/682-oskar-uajld
9,https://mislitel.info/authors/927-vladimir-vysockij
10,https://mislitel.info/authors/235-ehduard-asadov
11,https://mislitel.info/authors/613-mihail-zhvaneckij
12,https://mislitel.info/authors/942-uilyam-shekspir
13,https://mislitel.info/authors/525-lev-nikolaevich-tolstoj
14,https://mislitel.info/authors/111-ashot-nadanyan
15,https://mislitel.info/authors/475-iosif-aleksandrovich-brodskij
16,https://mislitel.info/authors/272-faina-ranevskaya
17,https://mislitel.info/authors/824-stanislav-ezhi-lec
18,https://mislitel.info/authors/88-anna-ahmatova
19,https://mislitel.info/authors/583-mark-tven
20,https://mislitel.info/authors/446-iogann-volfgang-fon-gyote
21,https://mislitel.info/authors/97-anton-pavlovich-chehov
22,https://mislitel.info/authors/622-mihail-nikolaevich-zadornov
23,https://mislitel.info/authors/283-fransua-de-laroshfuko
24,https://mislitel.info/authors/291-fridrih-nicshe
25,https://mislitel.info/authors/594-maks-fraj
26,https://mislitel.info/authors/46-aleksandr-sergeevich-pushkin
27,https://mislitel.info/authors/294-fedor-mihajlovich-dostoevskij
28,https://mislitel.info/authors/307-dzhordzh-bernard-shou
29,https://mislitel.info/authors/96-antuan-de-sent-ehkzyuperi
30,https://mislitel.info/authors/784-lucij-annej-seneka
31,https://mislitel.info/authors/596-maksim-gorkij
32,https://mislitel.info/authors/420-yanush-leon-vishnevskij
33,https://mislitel.info/authors/289-frederik-begbeder
34,https://mislitel.info/authors/949-evgenij-evtushenko
35,https://mislitel.info/authors/195-konfucij
36,https://mislitel.info/authors/346-haruki-murakami
37,https://mislitel.info/authors/889-vera-polozkova
38,https://mislitel.info/authors/757-robert-rozhdestvenskij
39,https://mislitel.info/authors/895-viktor-gyugo
40,https://mislitel.info/authors/789-sergej-esenin
41,https://mislitel.info/authors/795-sergej-lukyanenko
42,https://mislitel.info/authors/11-ah-astahova
43,https://mislitel.info/authors/829-stiven-king
44,https://mislitel.info/authors/14-albert-ehjnshtejn
45,https://mislitel.info/authors/374-onore-de-balzak
46,https://mislitel.info/authors/129-bernar-verber
47,https://mislitel.info/authors/224-dmitrij-emec
48,https://mislitel.info/authors/193-koko-shanel
49,https://mislitel.info/authors/13-alber-kamyu
50,https://mislitel.info/authors/35-aleksandr-aleksandrovich-blok
51,https://mislitel.info/authors/741-richard-bah
52,https://mislitel.info/authors/617-mihail-afanasevich-bulgakov
53,https://mislitel.info/authors/618-mihail-yurevich-lermontov
