,
0,Алчность
1,Архитектура
2,Беда
3,Бескорыстие
4,Бессмертие
5,Благодарность
6,Болтливость
7,"Брак, семья"
8,Будущее
9,Вежливость
10,Величие
11,"Верность, постоянство"
12,Власть
13,Война
14,Воспитание и воспитатели
15,"Вражда, враги"
16,Время
17,Вселенная 
18,Выдержка
19,Высокомерие
20,Гениальность
21,Героизм
22,Глупость
23,Гордость
24,Горе
25,Государство
26,Грубость
27,Движение
28,Дело
29,Дети
30,Деятельность
31,Дисциплина
32,Доблесть
33,Добродетели
34,Доброта
35,Долг
36,Достижение
37,Достоинство
38,Дружба
39,Друзья
40,Желания
41,Женщины
42,Жестокость
43,Живопись
44,Жизнерадостность
45,Жизнь
46,Заблуждения
47,Зависть
48,Закон
49,Здоровье
50,Злобность
51,Злословие
52,Знания
53,Идеалы
54,Измена
55,Иллюзии
56,Искренность
57,Искусство
58,Истина
59,История
60,Кино
61,Классы
62,Книга
63,Коллектив
64,Корыстолюбие
65,Красота
66,Критика
67,Курение
68,Лень
69,Лесть
70,Лживость
71,Литература
72,Лицемерие
73,Любовь
74,Любознательность
75,Люди
76,Малодушие
77,Меланхолия
78,Месть
79,Мечты
80,Милосердие
81,Мир
82,Мир
83,Мировоззрение
84,Молодост
85,Молчаливость
86,Мораль
87,Мудрость
88,Мужество
89,Мужчины
90,Музыка
91,Надежды
92,Народ
93,Настойчивость
94,Настоящее
95,Наука и ее деятели
96,Нация
97,Невежество
98,Ненависть
99,Несправедливость
100,Несчастье
101,Неуживчивость
102,Нравственность
103,Обстоятельства
104,Общество
105,Оптимизм
106,Ответственность
107,Ошибки
108,Патриотизм
109,Пессимизм
110,Печать
111,Победа
112,Поведение
113,Подлость
114,Политика
115,Пороки
116,Порядок
117,Посредственность
118,Поступки
119,Правдивость
120,Право
121,Праздность
122,Предательство
123,Привычки
124,Признательность
125,Принципы
126,Природа
127,Прогресс
128,Простота
129,Прошлое
130,Пьянство
131,Равенство
132,Равнодушие
133,Радость
134,Развитие
135,Раздражительность
136,Ревность
137,Религия
138,Родина
139,Родители
140,Самообладание
141,Самоуважение
142,Свобода
143,Сдержанность
144,Склочность
145,Скромность
146,Слабохарактерность
147,Слово
148,Случайности
149,Смерть
150,Смысл жизни
151,Совершенство
152,Совесть
153,Справедливость
154,Старость
155,Страсти
156,Суеверие
157,Счастье
158,Тактичность
159,Талант
160,Театр
161,Терпеливость
162,Труд
163,Трусость
164,Тщеславие
165,Убеждения
166,Ум
167,Упорство
168,Управление
169,Упрямство
170,Успех
171,Ученье
172,Физическая культура
173,Ханжество
174,Характер
175,Хитрость
176,Цинизм
177,Человек
178,Человеколюбие
179,Черствость
180,Честность
181,Честолюбие
182,Честь
183,Чуткость
184,Щедрость
185,Эгоизм
186,Энтузиазм
187,Язык
